Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	RNA-seqG
Chr7:24313222-24314296	7	24313222	24314296	+	null					Not found	0	1.9584594
Chr7:24534613-24634090	7	24534613	24634090	-	null					Not found	0	0.2077254
Chr7:24638189-24648260	7	24638189	24648260	-	null					Not found	0	1.0672052
Chr7:24650158-24668341	7	24650158	24668341	+	null					Not found	0	3.2431204
Chr7:24673618-24721001	7	24673618	24721001	+	null					Not found	0	0.3838974
Chr7:24740333-24741809	7	24740333	24741809	+	null					Not found	0	1.6059242
Chr7:24742079-24744178	7	24742079	24744178	+	null					Not found	0	2.0635293
Chr7:24744385-24851330	7	24744385	24851330	+	null					Not found	0	0.3318533
Chr7:24859108-24885745	7	24859108	24885745	+	null					Not found	0	0.2794436
Chr7:24939102-24947454	7	24939102	24947454	-	null					Not found	0	3.7938688
Chr7:25039214-25111770	7	25039214	25111770	-	null					Not found	0	0.23417266
Chr7:25111901-25113543	7	25111901	25113543	-	null					Not found	0	3.4256582
Chr7:25737994-25743534	7	25737994	25743534	+	null					Not found	0	1.3052204
Chr7:25808417-25909163	7	25808417	25909163	-	null					Not found	0	0.50418234
Chr7:25919875-26015469	7	25919875	26015469	-	null					Not found	0	0.80575305
Chr7:26256510-26306119	7	26256510	26306119	-	null					Not found	0	0.4646416
Chr7:26309314-26361189	7	26309314	26361189	+	null					Not found	0	1.3476796
Chr7:26375801-26384357	7	26375801	26384357	-	null					Not found	0	0.15182622
Chr7:26390862-26425915	7	26390862	26425915	-	null					Not found	0	0.42192915
Chr7:26427268-26429641	7	26427268	26429641	+	null					Not found	0	1.6426482
Chr7:26429840-26431642	7	26429840	26431642	+	null					Not found	0	1.5373598
Chr7:26431753-26432926	7	26431753	26432926	+	null					Not found	0	1.6347041
Chr7:26433573-26436059	7	26433573	26436059	+	null					Not found	0	1.6581966
Chr7:26436238-26440212	7	26436238	26440212	+	null					Not found	0	1.5096248
Chr7:26458097-26463820	7	26458097	26463820	+	null					Not found	0	1.6239084
Chr7:26463963-26466664	7	26463963	26466664	+	null					Not found	0	1.7384715
Chr7:26466975-26478196	7	26466975	26478196	+	null					Not found	0	2.4843528
Chr7:26522313-26608141	7	26522313	26608141	-	null					Not found	0	0.6723799
Chr7:26641872-26646825	7	26641872	26646825	+	null					Not found	0	12.002335
Chr7:26858190-26859724	7	26858190	26859724	+	null					Not found	0	2.9457514
Chr7:26946128-26984384	7	26946128	26984384	+	null					Not found	0	2.4288015
Chr7:27067395-27068452	7	27067395	27068452	-	null					Not found	0	1.7719359
Chr7:27081751-27097449	7	27081751	27097449	-	null					Not found	0	1.8971742
Chr7:27104821-27136657	7	27104821	27136657	+	null					Not found	0	1.3576683
Chr7:27194000-27213680	7	27194000	27213680	+	null					Not found	0	5.0268908
Chr7:27221165-27224302	7	27221165	27224302	-	null					Not found	0	1.195517
Chr7:27226572-27240530	7	27226572	27240530	+	null					Not found	0	20.196087
Chr7:27231726-27233613	7	27231726	27233613	-	null					Not found	0	17.542664
Chr7:27310030-27367395	7	27310030	27367395	-	null					Not found	0	2.7769327
Chr7:28037786-28040461	7	28037786	28040461	+	null					Not found	0	3.726587
Chr7:28412277-28491741	7	28412277	28491741	-	null					Not found	0	0.4099244
Chr7:28715355-28743277	7	28715355	28743277	-	null					Not found	0	0.33053964
Chr7:28762514-28809119	7	28762514	28809119	-	null					Not found	0	0.2092951
Chr7:28956355-29023213	7	28956355	29023213	-	null					Not found	0	1.7959034
Chr7:29022391-29070824	7	29022391	29070824	+	null					Not found	0	1.2569985
Chr7:29282337-29294198	7	29282337	29294198	-	null					Not found	0	4.091998
Chr7:29297013-29378049	7	29297013	29378049	+	null					Not found	0	0.6187425
Chr7:29492092-29701471	7	29492092	29701471	+	null					Not found	0	0.120823294
Chr7:29959927-29961482	7	29959927	29961482	+	null					Not found	0	1.3612078
Chr7:29962992-29986151	7	29962992	29986151	+	null					Not found	0	0.27545378
Chr7:30216790-30233211	7	30216790	30233211	+	null					Not found	0	0.09521785
Chr7:30291165-30344405	7	30291165	30344405	+	null					Not found	0	1.4011172
Chr7:30377442-30397901	7	30377442	30397901	+	null					Not found	0	1.0059427
Chr7:30408534-30441712	7	30408534	30441712	-	null					Not found	0	1.358747
Chr7:30442615-30455491	7	30442615	30455491	-	null					Not found	0	2.9143448
Chr7:30699494-30825089	7	30699494	30825089	-	null					Not found	0	0.32797858
Chr7:30929812-31031701	7	30929812	31031701	-	null					Not found	0	0.053079795
Chr7:31194135-31378551	7	31194135	31378551	-	null					Not found	0	0.45161164
Chr7:31378821-31379961	7	31378821	31379961	-	null					Not found	0	1.192409
Chr7:31380981-31384167	7	31380981	31384167	-	null					Not found	0	1.142612
Chr7:31387997-31392834	7	31387997	31392834	-	null					Not found	0	1.1428086
Chr7:31394669-31396515	7	31394669	31396515	-	null					Not found	0	1.0424961
Chr7:31396994-31398260	7	31396994	31398260	-	null					Not found	0	1.0972073
Chr7:31402305-31404035	7	31402305	31404035	-	null					Not found	0	1.1135796
Chr7:31404338-31405349	7	31404338	31405349	-	null					Not found	0	1.1875933
Chr7:31454082-31455633	7	31454082	31455633	-	null					Not found	0	1.1615765
Chr7:31536568-31684596	7	31536568	31684596	-	null					Not found	0	1.1203477
Chr7:31699479-31784190	7	31699479	31784190	+	null					Not found	0	0.77166563
Chr7:31784521-31803178	7	31784521	31803178	-	null					Not found	0	1.1579856
Chr7:31816435-31824071	7	31816435	31824071	+	null					Not found	0	31.823355
Chr7:31847417-31872376	7	31847417	31872376	+	null					Not found	0	2.2400305
Chr7:32922004-32982698	7	32922004	32982698	+	null					Not found	0	0.29729953
Chr7:33544064-33551010	7	33544064	33551010	+	null					Not found	0	0.40844297
Chr7:33554585-33555918	7	33554585	33555918	+	null					Not found	0	0.20144099
Chr7:33556402-33558229	7	33556402	33558229	+	null					Not found	0	0.1713111
Chr7:33558712-33562183	7	33558712	33562183	+	null					Not found	0	0.2949617
Chr7:33567168-33569839	7	33567168	33569839	+	null					Not found	0	0.13699654
Chr7:33569979-33571482	7	33569979	33571482	+	null					Not found	0	0.21243647
Chr7:33571825-33574876	7	33571825	33574876	+	null					Not found	0	0.19134825
Chr7:33578538-33581885	7	33578538	33581885	+	null					Not found	0	0.18075092
Chr7:33891159-33916032	7	33891159	33916032	+	null					Not found	0	0.05282578
Chr7:34001355-34079615	7	34001355	34079615	-	null					Not found	0	1.5818394
Chr7:34088129-34149302	7	34088129	34149302	+	null					Not found	0	0.15035668
Chr7:34288397-34320223	7	34288397	34320223	-	null					Not found	0	0.59800583
Chr7:34477480-34478509	7	34477480	34478509	+	null					Not found	0	1.1668394
Chr7:34478692-34484883	7	34478692	34484883	+	null					Not found	0	0.97014
Chr7:34533401-34649400	7	34533401	34649400	-	null					Not found	0	0.070117325
Chr7:34761020-34786569	7	34761020	34786569	+	null					Not found	0	2.1016793
Chr7:34793766-34794873	7	34793766	34794873	+	null					Not found	0	1.0159488
Chr7:34878757-34882914	7	34878757	34882914	+	null					Not found	0	2.5438917
Chr7:34884106-34951663	7	34884106	34951663	+	null					Not found	0	1.4507785
Chr7:34952112-35059897	7	34952112	35059897	-	null					Not found	0	0.16079573
Chr7:35060490-35063335	7	35060490	35063335	-	null					Not found	0	0.5858565
Chr7:35064913-35066867	7	35064913	35066867	-	null					Not found	0	2.0618079
Chr7:35069879-35122148	7	35069879	35122148	-	null					Not found	0	0.39476728
Chr7:35125459-35130693	7	35125459	35130693	-	null					Not found	0	0.82009715
Chr7:35472224-35543699	7	35472224	35543699	-	null					Not found	0	0.5818819
Chr7:35773885-35847571	7	35773885	35847571	-	null					Not found	0	0.5870785
Chr7:35848098-36001127	7	35848098	36001127	+	null					Not found	0	1.621088
Chr7:36004367-36005622	7	36004367	36005622	-	null					Not found	0	1.0866008
Chr7:36407096-36408475	7	36407096	36408475	+	null					Not found	0	0.56731284
Chr7:36458125-36464343	7	36458125	36464343	+	null					Not found	0	0.58214265
Chr7:36464677-36500809	7	36464677	36500809	+	null					Not found	0	0.61785924
Chr7:36573664-36597443	7	36573664	36597443	+	null					Not found	0	0.45067924
Chr7:36610308-36660313	7	36610308	36660313	-	null					Not found	0	8.155822
Chr7:36643916-36660337	7	36643916	36660337	+	null					Not found	0	13.988004
Chr7:37101414-37190016	7	37101414	37190016	-	null					Not found	0	0.814603
Chr7:37812521-37815628	7	37812521	37815628	-	null					Not found	0	24.487661
Chr7:38742195-38782234	7	38742195	38782234	-	null					Not found	0	0.118320495
Chr7:38820058-38826779	7	38820058	38826779	-	null					Not found	0	0.47657067
Chr7:40172241-40217010	7	40172241	40217010	+	null					Not found	0	0.579953
Chr7:40217588-40219057	7	40217588	40219057	-	null					Not found	0	0.51242775
Chr7:40223716-40231201	7	40223716	40231201	-	null					Not found	0	0.26145193
Chr7:40237972-40284186	7	40237972	40284186	-	null					Not found	0	0.2590478
Chr7:40286122-40305816	7	40286122	40305816	-	null					Not found	0	0.49452123
Chr7:40305051-40315391	7	40305051	40315391	+	null					Not found	0	1.3555743
Chr7:41114442-41223504	7	41114442	41223504	-	null					Not found	0	5.415905
Chr7:41223960-41225527	7	41223960	41225527	-	null					Not found	0	1.0134301
Chr7:41304499-41404246	7	41304499	41404246	-	null					Not found	0	0.1649923
Chr7:41475164-41479387	7	41475164	41479387	-	null					Not found	0	11.568451
Chr7:42269784-42351047	7	42269784	42351047	-	null					Not found	0	0.85840917
Chr7:43985868-44024276	7	43985868	44024276	-	null					Not found	0	0.5494603
Chr7:44024644-44032937	7	44024644	44032937	-	null					Not found	0	2.9797428
Chr7:44035856-44042618	7	44035856	44042618	-	null					Not found	0	2.0808823
Chr7:44044085-44046530	7	44044085	44046530	-	null					Not found	0	2.1747472
Chr7:44111283-44120998	7	44111283	44120998	+	null					Not found	0	0.47453657
Chr7:45109863-45120607	7	45109863	45120607	+	null					Not found	0	0.08251018
Chr7:45127026-45135289	7	45127026	45135289	+	null					Not found	0	0.071947545
Chr7:45328275-45382138	7	45328275	45382138	-	null					Not found	0	1.8370556
Chr7:47179639-47425862	7	47179639	47425862	+	null					Not found	0	0.20582268
Chr7:47847930-47925574	7	47847930	47925574	+	null					Not found	0	0.17904073
Chr7:47926394-47927925	7	47926394	47927925	+	null					Not found	0	0.27208677
Chr7:47928564-47934450	7	47928564	47934450	-	null					Not found	0	1.3762308
Chr7:48549140-48644961	7	48549140	48644961	-	null					Not found	0	0.38762414
Chr7:48725344-48726465	7	48725344	48726465	-	null					Not found	0	1.1390532
Chr7:48867663-49046021	7	48867663	49046021	-	null					Not found	0	1.2310293
Chr7:49531772-49627636	7	49531772	49627636	-	null					Not found	0	0.1104699
Chr7:50084064-50288602	7	50084064	50288602	+	null					Not found	0	3.5167494
Chr7:50434471-50435522	7	50434471	50435522	+	null					Not found	0	1.1846758
Chr7:50436135-50519025	7	50436135	50519025	+	null					Not found	0	0.30882052
Chr7:50594691-50595921	7	50594691	50595921	+	null					Not found	0	0.74942535
Chr7:50597814-50602661	7	50597814	50602661	+	null					Not found	0	0.6433315
Chr7:50602988-50607211	7	50602988	50607211	+	null					Not found	0	0.60161555
Chr7:50607357-50630852	7	50607357	50630852	+	null					Not found	0	0.74367106
Chr7:50631006-50639007	7	50631006	50639007	+	null					Not found	0	3.0382354
Chr7:51274814-51303130	7	51274814	51303130	+	null					Not found	0	0.06299126
Chr7:51404550-51515357	7	51404550	51515357	+	null					Not found	0	1.8639214
Chr7:51515771-51517170	7	51515771	51517170	-	null					Not found	0	1.3466341
Chr7:52162463-52404770	7	52162463	52404770	+	null					Not found	0	0.9685073
Chr7:52744851-52841191	7	52744851	52841191	+	null					Not found	0	0.32116282
Chr7:53630654-53649307	7	53630654	53649307	-	null					Not found	0	0.72141486
Chr7:53651536-53714884	7	53651536	53714884	+	null					Not found	0	1.2900823
Chr7:53878674-54027461	7	53878674	54027461	-	null					Not found	0	1.193076
Chr7:54031383-54034335	7	54031383	54034335	-	null					Not found	0	2.1832776
Chr7:54213328-54238018	7	54213328	54238018	-	null					Not found	0	9.241472
Chr7:54248565-54249653	7	54248565	54249653	-	null					Not found	0	8.593875
Chr7:54756171-54768430	7	54756171	54768430	-	null					Not found	0	1.5829731
Chr7:54978631-54980875	7	54978631	54980875	-	null					Not found	0	1.829402
Chr7:55148759-55159346	7	55148759	55159346	-	null					Not found	0	2.3617287
Chr7:55600642-55604409	7	55600642	55604409	+	null					Not found	0	92.476746
Chr7:57251506-57252993	7	57251506	57252993	+	null					Not found	0	1.4731833
Chr7:57253270-57254740	7	57253270	57254740	+	null					Not found	0	1.8699528
Chr7:57254881-57434449	7	57254881	57434449	+	null					Not found	0	0.0722319
Chr7:57648664-57662036	7	57648664	57662036	+	null					Not found	0	0.16740051
Chr7:57662856-57680783	7	57662856	57680783	-	null					Not found	0	0.28809512
Chr7:58164223-58206487	7	58164223	58206487	+	null					Not found	0	1.0291504
Chr7:58216838-58218444	7	58216838	58218444	+	null					Not found	0	0.61621165
Chr7:58256343-58286508	7	58256343	58286508	+	null					Not found	0	3.6135395
Chr7:58316586-58343088	7	58316586	58343088	+	null					Not found	0	0.3954333
Chr7:58350756-58365958	7	58350756	58365958	+	null					Not found	0	1.7402819
Chr7:58366025-58397758	7	58366025	58397758	-	null					Not found	0	1.3786774
Chr7:58399166-58424314	7	58399166	58424314	-	null					Not found	0	2.177174
Chr7:58447374-58448955	7	58447374	58448955	+	null					Not found	0	1.396349
Chr7:58449127-58454129	7	58449127	58454129	+	null					Not found	0	0.27025285
Chr7:58457344-58461733	7	58457344	58461733	+	null					Not found	0	0.30075997
Chr7:58467037-58470127	7	58467037	58470127	+	null					Not found	0	0.14238502
Chr7:58489609-58519227	7	58489609	58519227	+	null					Not found	0	0.047006235
Chr7:59039877-59065967	7	59039877	59065967	-	null					Not found	0	0.16933227
Chr7:59215430-59325919	7	59215430	59325919	-	null					Not found	0	0.19885735
Chr7:59461396-59514766	7	59461396	59514766	+	null					Not found	0	0.3378595
Chr7:59515119-59516289	7	59515119	59516289	-	null					Not found	0	3.56328
Chr7:59526119-59617264	7	59526119	59617264	+	null					Not found	0	1.0529242
Chr7:59927494-59971470	7	59927494	59971470	+	null					Not found	0	0.6326071
Chr7:60109982-60122749	7	60109982	60122749	+	null					Not found	0	10.092564
Chr7:60128526-60210447	7	60128526	60210447	+	null					Not found	0	1.1384692
Chr7:60287550-60294784	7	60287550	60294784	+	null					Not found	0	2.091357
Chr7:60386308-60416919	7	60386308	60416919	+	null					Not found	0	7.099735
Chr7:60719093-60743337	7	60719093	60743337	+	null					Not found	0	1.9001857
Chr7:60763789-60778167	7	60763789	60778167	+	null					Not found	0	3.8641098
Chr7:60781784-60825232	7	60781784	60825232	+	null					Not found	0	0.6203767
Chr7:60850401-60861489	7	60850401	60861489	+	null					Not found	0	11.792614
Chr7:60863719-60870079	7	60863719	60870079	+	null					Not found	0	0.49762952
Chr7:60870251-60873754	7	60870251	60873754	+	null					Not found	0	0.5803089
Chr7:60874067-60878000	7	60874067	60878000	+	null					Not found	0	0.7825797
Chr7:60881379-60882784	7	60881379	60882784	+	null					Not found	0	1.2219985
Chr7:61174483-61200825	7	61174483	61200825	-	null					Not found	0	0.6957495
Chr7:61786312-61799336	7	61786312	61799336	+	null					Not found	0	8.622733
Chr7:62112931-62114728	7	62112931	62114728	+	null					Not found	0	1.4333675
Chr7:62114863-62162468	7	62114863	62162468	+	null					Not found	0	6.279367
Chr7:62380478-62382693	7	62380478	62382693	-	null					Not found	0	1.2603877
Chr7:62382812-62384292	7	62382812	62384292	-	null					Not found	0	1.3301315
Chr7:62463346-62464683	7	62463346	62464683	-	null					Not found	0	1.1607533
Chr7:62467617-62470128	7	62467617	62470128	-	null					Not found	0	1.1228209
Chr7:62472815-62474153	7	62472815	62474153	-	null					Not found	0	1.1535654
Chr7:62499033-62500275	7	62499033	62500275	-	null					Not found	0	1.1575446
Chr7:62522810-62524405	7	62522810	62524405	-	null					Not found	0	1.0911059
Chr7:62525146-62526218	7	62525146	62526218	-	null					Not found	0	1.0550038
Chr7:62994732-63045674	7	62994732	63045674	+	null					Not found	0	1.0098017
Chr7:63045942-63049187	7	63045942	63049187	-	null					Not found	0	1.8141143
Chr7:63094955-63165152	7	63094955	63165152	-	null					Not found	0	0.2411076
Chr7:63358975-63407442	7	63358975	63407442	+	null					Not found	0	1.0433806
Chr7:63514025-63521437	7	63514025	63521437	+	null					Not found	0	0.95135206
Chr7:63521606-63524539	7	63521606	63524539	+	null					Not found	0	0.14639825
Chr7:63524781-63529162	7	63524781	63529162	+	null					Not found	0	0.1303741
Chr7:63529315-63530977	7	63529315	63530977	+	null					Not found	0	0.20230417
Chr7:63531336-63559306	7	63531336	63559306	+	null					Not found	0	0.13578644
Chr7:63560478-63578263	7	63560478	63578263	+	null					Not found	0	0.19843474
Chr7:63655286-63687977	7	63655286	63687977	+	null					Not found	0	0.9337583
Chr7:63688660-63729114	7	63688660	63729114	+	null					Not found	0	3.6627889
Chr7:63922918-63936105	7	63922918	63936105	-	null					Not found	0	0.83013254
Chr7:63968552-64131184	7	63968552	64131184	+	null					Not found	0	0.8961707
Chr7:64327316-64328338	7	64327316	64328338	+	null					Not found	0	1.2885829
Chr7:64328520-64341141	7	64328520	64341141	+	null					Not found	0	1.317465
Chr7:64672721-64864598	7	64672721	64864598	-	null					Not found	0	0.5256451
Chr7:64860711-64887138	7	64860711	64887138	+	null					Not found	0	0.75171804
Chr7:64987888-65002442	7	64987888	65002442	-	null					Not found	0	0.8638143
Chr7:66017079-66058187	7	66017079	66058187	+	null					Not found	0	1.4487042
Chr7:66495193-66496629	7	66495193	66496629	+	null					Not found	0	9.897869
Chr7:66595746-66690530	7	66595746	66690530	-	null					Not found	0	1.4269117
Chr7:66690678-66694632	7	66690678	66694632	-	null					Not found	0	4.8508415
Chr7:66717468-66795641	7	66717468	66795641	-	null					Not found	0	1.7942611
Chr7:66802861-66804870	7	66802861	66804870	-	null					Not found	0	1.6306295
Chr7:66842501-67117409	7	66842501	67117409	+	null					Not found	0	0.5906689
Chr7:68438331-68453064	7	68438331	68453064	+	null					Not found	0	8.306873
Chr7:68499344-68503578	7	68499344	68503578	+	null					Not found	0	0.36322936
Chr7:68503966-68606248	7	68503966	68606248	+	null					Not found	0	0.17108108
Chr7:69213243-69263078	7	69213243	69263078	-	null					Not found	0	0.21152441
Chr7:70183682-70198594	7	70183682	70198594	+	null					Not found	0	0.26816168
Chr7:70283709-70291781	7	70283709	70291781	-	null					Not found	0	4.658806
Chr7:70296489-70328514	7	70296489	70328514	+	null					Not found	0	0.8145638
Chr7:70328808-70332598	7	70328808	70332598	-	null					Not found	0	0.95219344
Chr7:70342050-70348772	7	70342050	70348772	+	null					Not found	0	4.9248805
Chr7:70345944-70353342	7	70345944	70353342	-	null					Not found	0	10.262186
Chr7:70352685-70356207	7	70352685	70356207	+	null					Not found	0	7.5784054
Chr7:70358379-70359576	7	70358379	70359576	+	null					Not found	0	0.5598896
Chr7:70364100-70377425	7	70364100	70377425	-	null					Not found	0	29.214384
Chr7:70377576-70379055	7	70377576	70379055	-	null					Not found	0	2.9808786
Chr7:70378655-70407096	7	70378655	70407096	+	null					Not found	0	3.0519528
Chr7:70452434-70459940	7	70452434	70459940	-	null					Not found	0	6.138912
Chr7:70469407-70475031	7	70469407	70475031	+	null					Not found	0	1.819506
Chr7:70476743-70481960	7	70476743	70481960	+	null					Not found	0	12.793673
Chr7:70483977-70498972	7	70483977	70498972	+	null					Not found	0	1.4760386
Chr7:70513364-70553244	7	70513364	70553244	+	null					Not found	0	17.151072
Chr7:70555948-70571431	7	70555948	70571431	-	null					Not found	0	8.494714
Chr7:70571461-70578228	7	70571461	70578228	+	null					Not found	0	2.5064063
Chr7:70580261-70585065	7	70580261	70585065	-	null					Not found	0	3.9368067
Chr7:70584399-70602363	7	70584399	70602363	+	null					Not found	0	6.682384
Chr7:70677282-70805249	7	70677282	70805249	-	null					Not found	0	1.3396318
Chr7:70822369-70823686	7	70822369	70823686	-	null					Not found	0	0.79306996
Chr7:70824719-70829792	7	70824719	70829792	+	null					Not found	0	9.135502
Chr7:70835681-70842372	7	70835681	70842372	+	null					Not found	0	0.11604063
Chr7:70846319-70927017	7	70846319	70927017	+	null					Not found	0	8.320769
Chr7:70964457-70969919	7	70964457	70969919	+	null					Not found	0	2.2352176
Chr7:70988874-70990306	7	70988874	70990306	-	null					Not found	0	0.44444728
Chr7:70993575-70995871	7	70993575	70995871	-	null					Not found	0	0.5048002
Chr7:70998319-70999348	7	70998319	70999348	-	null					Not found	0	1.1093191
Chr7:71036601-71048686	7	71036601	71048686	-	null					Not found	0	2.1735222
Chr7:71069227-71074198	7	71069227	71074198	-	null					Not found	0	1.034981
Chr7:71264530-71269877	7	71264530	71269877	+	null					Not found	0	5.8508368
Chr7:71275640-71293761	7	71275640	71293761	+	null					Not found	0	0.9017369
Chr7:71294111-71358457	7	71294111	71358457	-	null					Not found	0	1.5482968
Chr7:71572669-71686139	7	71572669	71686139	-	null					Not found	0	0.3163881
Chr7:72323770-72328186	7	72323770	72328186	+	null					Not found	0	15.162601
Chr7:72772442-72827912	7	72772442	72827912	-	null					Not found	0	0.73111904
Chr7:72924826-72968095	7	72924826	72968095	-	null					Not found	0	0.45169365
Chr7:73119904-73209636	7	73119904	73209636	-	null					Not found	0	0.17065002
Chr7:73211803-73216561	7	73211803	73216561	+	null					Not found	0	7.6553836
Chr7:73256503-73270361	7	73256503	73270361	+	null					Not found	0	0.9029202
Chr7:73270489-73298090	7	73270489	73298090	-	null					Not found	0	0.47221535
Chr7:73587896-73593876	7	73587896	73593876	-	null					Not found	0	5.456967
Chr7:73594180-73595304	7	73594180	73595304	-	null					Not found	0	1.4087348
Chr7:73618709-73883738	7	73618709	73883738	+	null					Not found	0	0.061083388
Chr7:74118604-74666334	7	74118604	74666334	-	null					Not found	0	0.19433562
Chr7:74327308-74328396	7	74327308	74328396	+	null					Not found	0	3.8957086
Chr7:74667514-74672424	7	74667514	74672424	-	null					Not found	0	0.3408054
Chr7:74697310-74722316	7	74697310	74722316	-	null					Not found	0	0.7599962
Chr7:74723181-74735648	7	74723181	74735648	+	null					Not found	0	5.6280375
Chr7:74989271-74992586	7	74989271	74992586	-	null					Not found	0	3.3231995
Chr7:75058768-75098402	7	75058768	75098402	+	null					Not found	0	1.5261235
Chr7:75279445-75300408	7	75279445	75300408	+	null					Not found	0	7.783316
Chr7:75409221-75422129	7	75409221	75422129	+	null					Not found	0	30.473297
Chr7:75571472-75597973	7	75571472	75597973	+	null					Not found	0	59.287292
Chr7:75801737-75809913	7	75801737	75809913	+	null					Not found	0	22.36301
Chr7:75853146-75858355	7	75853146	75858355	-	null					Not found	0	0.34845725
Chr7:76199305-76294695	7	76199305	76294695	+	null					Not found	0	3.177024
Chr7:76746513-76780824	7	76746513	76780824	+	null					Not found	0	0.9082955
Chr7:76787636-76874235	7	76787636	76874235	+	null					Not found	0	3.9348845
Chr7:76882928-76884073	7	76882928	76884073	+	null					Not found	0	1.1133524
Chr7:76884831-76886112	7	76884831	76886112	+	null					Not found	0	1.0530102
Chr7:76886284-76887506	7	76886284	76887506	+	null					Not found	0	1.1280311
Chr7:76887638-76888903	7	76887638	76888903	+	null					Not found	0	1.1599138
Chr7:76894505-76905172	7	76894505	76905172	+	null					Not found	0	0.69519234
Chr7:76905361-76906901	7	76905361	76906901	+	null					Not found	0	1.5392278
Chr7:77156042-77162120	7	77156042	77162120	+	null					Not found	0	2.4699116
Chr7:77346425-77372353	7	77346425	77372353	+	null					Not found	0	8.348795
Chr7:77678880-77716651	7	77678880	77716651	-	null					Not found	0	3.2396507
Chr7:77763329-77838532	7	77763329	77838532	-	null					Not found	0	0.58204496
Chr7:77987282-78004955	7	77987282	78004955	+	null					Not found	0	0.5315548
Chr7:78005234-78041638	7	78005234	78041638	-	null					Not found	0	0.9400036
Chr7:78043492-78045244	7	78043492	78045244	-	null					Not found	0	1.2842798
Chr7:78091835-78591692	7	78091835	78591692	-	null					Not found	0	0.468353
Chr7:78859803-78930800	7	78859803	78930800	+	null					Not found	0	0.9859289
Chr7:79738256-79804924	7	79738256	79804924	-	null					Not found	0	0.19477451
Chr7:79956155-79964394	7	79956155	79964394	-	null					Not found	0	4.5708055
Chr7:80351759-80428389	7	80351759	80428389	-	null					Not found	0	0.18102327
Chr7:80721401-80788102	7	80721401	80788102	-	null					Not found	0	1.8525354
Chr7:81340183-81448675	7	81340183	81448675	+	null					Not found	0	0.19900715
Chr7:81923859-82059592	7	81923859	82059592	+	null					Not found	0	0.095870815
Chr7:82338653-82381663	7	82338653	82381663	-	null					Not found	0	1.1424048
Chr7:82680779-82683273	7	82680779	82683273	+	null					Not found	0	3.8680267
Chr7:82684066-82689708	7	82684066	82689708	+	null					Not found	0	5.5175996
Chr7:83301055-83348424	7	83301055	83348424	+	null					Not found	0	0.48522854
Chr7:83348693-83358676	7	83348693	83358676	-	null					Not found	0	6.7050867
Chr7:83564978-83582505	7	83564978	83582505	-	null					Not found	0	0.88642323
Chr7:83600621-83668116	7	83600621	83668116	+	null					Not found	0	1.8061339
Chr7:83668296-83670200	7	83668296	83670200	+	null					Not found	0	0.6142287
Chr7:83777236-83804821	7	83777236	83804821	-	null					Not found	0	0.437973
Chr7:84016644-84023257	7	84016644	84023257	+	null					Not found	0	1.0733176
Chr7:86674036-87170287	7	86674036	87170287	+	null					Not found	0	0.20322163
Chr7:87377278-87781536	7	87377278	87781536	+	null					Not found	0	0.11312938
Chr7:88033116-88071463	7	88033116	88071463	+	null					Not found	0	0.115705945
Chr7:90085519-90095249	7	90085519	90095249	+	null					Not found	0	5.480831
Chr7:90253169-90319121	7	90253169	90319121	+	null					Not found	0	0.60661197
Chr7:91384402-91389581	7	91384402	91389581	-	null					Not found	0	0.67930126
Chr7:91389823-91390961	7	91389823	91390961	-	null					Not found	0	1.3356882
Chr7:91509644-91538644	7	91509644	91538644	+	null					Not found	0	4.4362817
Chr7:92234629-92256168	7	92234629	92256168	-	null					Not found	0	0.3848741
Chr7:92601545-92645634	7	92601545	92645634	+	null					Not found	0	0.9310735
Chr7:92873991-92876413	7	92873991	92876413	+	null					Not found	0	1.4015919
Chr7:92876631-92878984	7	92876631	92878984	+	null					Not found	0	1.3932376
Chr7:92880319-92882032	7	92880319	92882032	+	null					Not found	0	10.661094
Chr7:92987462-93010931	7	92987462	93010931	+	null					Not found	0	6.526276
Chr7:93193238-93280052	7	93193238	93280052	+	null					Not found	0	0.06809756
Chr7:93436186-93502487	7	93436186	93502487	+	null					Not found	0	0.054188985
Chr7:94149101-94163624	7	94149101	94163624	-	null					Not found	0	4.058191
Chr7:94375075-94383005	7	94375075	94383005	-	null					Not found	0	3.5539296
Chr7:94480013-94487700	7	94480013	94487700	+	null					Not found	0	0.24109638
Chr7:94489011-94541811	7	94489011	94541811	+	null					Not found	0	0.0889232
Chr7:94544714-94563041	7	94544714	94563041	+	null					Not found	0	0.07723444
Chr7:94699047-94755815	7	94699047	94755815	+	null					Not found	0	1.144788
Chr7:94759178-94765542	7	94759178	94765542	+	null					Not found	0	0.22838011
Chr7:94767487-94771837	7	94767487	94771837	+	null					Not found	0	0.2898392
Chr7:94895790-94955373	7	94895790	94955373	-	null					Not found	0	0.04321762
Chr7:94955994-94957303	7	94955994	94957303	-	null					Not found	0	0.2600486
Chr7:94957523-95000695	7	94957523	95000695	-	null					Not found	0	0.28087828
Chr7:95288417-95309986	7	95288417	95309986	+	null					Not found	0	0.53785855
Chr7:95395558-95397366	7	95395558	95397366	+	null					Not found	0	1.8925174
Chr7:95397467-95553528	7	95397467	95553528	+	null					Not found	0	0.05290419
Chr7:97560176-97567750	7	97560176	97567750	-	null					Not found	0	0.7304475
