seqnames	start	end	strand	gene_name
8	132553218	132598812	+	Limd1
8	132607166	132663502	+	Sacm1l
8	132665927	132753292	-	Slc6a20
8	132775587	132790839	-	Lztfl1
8	132828091	132842130	+	Ccr9
8	132844043	132911193	-	Fyco1
8	132869712	132870767	+	Cxcr6
8	132911486	132919110	-	Xcr1
8	132996649	133002201	-	Ccr1
8	133029625	133040997	+	Ccr3
8	133127220	133128290	-	Ccr1l1
8	133197032	133215614	+	Ccr5
9	47724	120799	+	Efhb
9	461073	464390	-	LOC681180
9	1012091	1012450	-	LOC100362684
9	1145700	1746397	+	Tbc1d5
9	1782536	1984654	-	Plcl2
9	2190915	2274629	+	Satb1
9	3127618	3697736	-	Kcnh8
9	3896337	3899315	+	LOC100365697
9	4072823	4114974	+	LOC100910057
9	4152589	4168221	-	Sult1c2a
9	4324211	4327679	-	LOC100910235
9	4377209	4393213	-	LOC301165
9	4421069	4436601	+	Sgo1
9	4654294	4685383	-	Sult1c2
9	4807717	4834335	+	LOC100910526
9	4930818	4978892	-	Sult1c3
9	5294381	5330815	-	Slc5a7
9	6966908	7053387	+	St6gal2
9	7643533	7667888	+	Vom2r76
9	7749090	7815144	-	Vom2r77
9	7845845	7891514	-	Pot1b
9	8052210	8198800	+	Adgre4
9	9128419	9143189	-	MGC116197
9	9214429	9263050	-	Vom2r79
9	9431860	9585865	-	Adgre1
9	9617786	9675110	-	Vav1
9	9689475	9702306	-	Trip10
9	9704346	9714755	+	Gpr108
9	9721105	9747167	+	C3
9	9761536	9765186	+	Tnfsf14
9	9842585	9845728	+	Cd70
9	9863404	9865920	-	Brcc3
9	9909948	9912276	-	Tnfsf9
9	9961021	9968486	+	Tubb4a
9	9970209	9982295	+	Dennd1c
9	9980720	9985630	-	Crb3
9	9988055	10001962	+	Slc25a23
9	10004805	10012611	+	Slc25a41
9	10013854	10022924	+	Khsrp
9	10033011	10042418	+	Gtf2f1
9	10044756	10045314	+	Pspn
9	10045375	10047507	-	Alkbh7
9	10048886	10054359	-	Clpp
9	10061978	10093588	+	Acer1
9	10110389	10155302	+	Mllt1
9	10158748	10182676	-	LOC316124
9	10172832	10203460	+	Acsbg2
9	10216205	10283407	+	Rfx2
9	10287086	10290035	-	Prr22
9	10289446	10293980	-	Dus3l
9	10305470	10306597	+	Nrtn
9	10334090	10338216	-	Ndufa11
9	10339075	10340329	+	Vmac
9	10344992	10369937	-	Ranbp3
9	10390308	10427746	-	Catsperd
9	10428853	10441177	+	Lonp1
9	10441259	10441834	-	Rpl36
9	10446699	10449566	+	LOC301124
9	10450205	10471176	-	Safb
9	10535340	10536528	+	Znrf4
9	10603813	10645939	+	Ptprs
9	10653216	10734073	-	Kdm4b
9	10737579	10737830	-	LOC100362987
9	10738222	10757954	-	Uhrf1
9	10760113	10766199	+	Arrdc5
9	10773901	10781109	+	Plin3
9	10798946	10801140	-	Fem1a
9	10812432	10812541	-	Mir7b
9	10846596	10882649	+	Dpp9
9	10885560	10892405	+	Mydgf
9	10896680	10897240	-	Tnfaip8l1
9	10941613	10951252	+	Sema6b
9	10952374	10954681	+	Lrg1
9	10956056	10961782	+	Plin5
9	10963723	10971277	+	Plin4
9	10972351	10991927	-	Hdgfl2
9	10995198	11000642	+	Ubxn6
9	11001129	11027506	-	Chaf1a
9	11031841	11055285	+	Sh3gl1
9	11055371	11061611	-	Mpnd
9	11064605	11070122	+	Stap2
9	11067369	11080155	-	Fsd1
9	11089106	11096704	-	Shd
9	11098924	11108741	-	Yju2
9	11110874	11114843	-	Ebi3
9	11164715	11339790	-	Uxs1
9	12001377	12002067	-	LOC100912261
9	12067804	12069196	+	LOC102547039
9	12633990	12650938	+	Dazl
9	12740885	12942358	+	Rftn1
9	13030673	13311924	-	Kif6
9	13446896	13490669	+	Daam2
9	13493709	13513960	-	Mocs1
9	13845757	13877130	-	Lrfn2
9	14491584	14508235	-	Unc5cl
9	14513037	14514416	+	Tspo2
9	14529218	14542731	+	Apobec2
9	14544677	14551519	-	Oard1
9	14551758	14576967	+	Nfya
9	14597172	14599594	-	Treml1
9	14611561	14618013	-	Trem2
9	14660738	14668297	-	Treml2
9	14713935	14724093	-	Trem3
9	14727976	14809447	-	Trem1
9	14851132	14864680	+	LOC680920
9	14904864	14906410	-	LOC680955
9	14951047	14952575	+	LOC100910668
9	15068399	15125318	+	Foxp4
9	15166118	15184468	+	Mdfi
9	15207822	15214596	-	Tfeb
9	15266699	15274917	-	Pgc
9	15297895	15306465	-	Frs3
9	15309127	15313025	+	Prickle4
9	15313523	15314435	+	Tomm6
9	15317413	15375365	-	Usp49
9	15379385	15393131	-	Med20
9	15393330	15403117	+	Bysl
9	15404822	15410943	-	Ccnd3
9	15513063	15529800	+	Taf8
9	15609804	15620029	+	Guca1a
9	15621083	15629017	-	Guca1b
9	15637268	15646846	-	Mrps10
9	15655735	15700312	-	Trerf1
9	16003058	16080152	+	Ubr2
9	16139101	16140629	+	LOC100911489
9	16302578	16494054	+	Bicral
9	16314173	16317413	+	LOC100911564
9	16405185	16406338	-	Tbcc
9	16508799	16513120	+	Rpl7l1
9	16518800	16519144	-	LOC681367
9	16529579	16539472	+	Ptcra
9	16543688	16558456	+	Cnpy3
9	16565225	16568627	+	Gnmt
9	16566688	16581078	-	Pex6
9	16586803	16609631	+	Ppp2r5d
9	16610315	16612136	-	Mea1
9	16612433	16618761	+	Klhdc3
9	16619040	16625609	+	Rrp36
9	16629401	16643182	-	LOC108348250
9	16643619	16647458	-	Mrpl2
9	16647598	16661464	+	Klc4
9	16702460	16729030	+	Ptk7
9	16737642	16747225	+	Srf
9	16747662	16844057	+	Cul9
9	16793928	16795887	-	Cd79al
9	16802319	16807966	-	Rps19l2
9	16815498	16823064	-	Dmrtc2
9	16825845	16828349	+	LOC100910410
9	16845525	16848503	-	Dnph1
9	16862248	16902199	+	Ttbk1
9	16924520	16931766	+	Slc22a7
9	16931862	16934714	-	Crip3
9	16942359	16979044	-	Zfp318
9	17041389	17063780	+	Abcc10
9	17061190	17065600	-	Dlk2
9	17086475	17110770	+	Tjap1
9	17111177	17114177	-	Lrrc73
9	17115343	17120677	-	Yipf3
9	17120759	17124871	+	Polr1c
9	17125201	17163170	-	Xpo5
9	17163354	17197132	+	Polh
9	17198957	17209220	-	Gtpbp2
9	17216495	17221434	+	Mad2l1bp
9	17225122	17245093	+	Rsph9
9	17238385	17254949	-	Mrps18a
9	17340341	17355681	+	Vegfa
9	17687622	17698569	-	Mrpl14
9	17705212	17725378	+	Tmem63b
9	17728816	17750363	+	Capn11
9	17782395	17782664	+	Mymx
9	17784468	17799005	+	Slc29a1
9	17817721	17823243	+	Hsp90ab1
9	17823400	17827032	-	Slc35b2
9	17828408	17835240	-	Nfkbie
9	17841410	17845921	+	Tmem151b
9	17846364	17866927	-	Tcte1
9	17869124	17880706	-	Aars2
9	17911944	17946797	+	Spats1
9	17949764	17988509	+	Cdc5l
9	18489284	18490450	+	Znrd1as
9	18564927	18773092	+	Runx2
9	19121677	19372673	-	Clic5
9	19448269	19457946	+	Enpp4
9	19469706	19476646	-	Enpp5
9	19518558	19749145	-	Rcan2
9	19804079	19880346	-	Cyp39a1
9	19880473	19907458	+	Slc25a27
9	19917603	19932920	+	Tdrd6
9	19935768	19978013	-	Pla2g7
9	20004280	20013950	+	Ankrd66
9	20048121	20077702	+	Mep1a
9	20091099	20195566	-	Adgrf5
9	20213588	20217176	+	LOC100911515
9	20217278	20219209	-	Spsb2
9	20241062	20251319	+	Lrrc23
9	20251521	20260505	+	Eno2
9	20264418	20278261	+	Atn1
9	20279938	20281195	+	Grcc10
9	20546159	20621051	-	Tnfrsf21
9	20765296	20858504	+	Cd2ap
9	20917673	20950386	+	Adgrf2
9	20951260	20982487	+	Adgrf4
9	21045457	21093172	+	Opn5
9	21141077	21338582	-	Ptchd4
9	23298307	23325888	+	LOC102548541
9	23323936	23352668	-	Mut
9	23379200	23390487	+	Glyatl3
9	23420654	23424832	+	LOC688459
9	23465197	23493081	-	Rhag
9	23503236	23527496	+	Crisp2
9	23596964	23601370	+	LOC108351994
9	24066303	24088064	+	Crisp3
9	24095751	24097337	+	Pgk2
9	24356579	24383679	-	Crisp1
9	24446264	24451435	-	Defb49
9	24466981	24467892	-	Defb18
9	24506246	24509761	-	Defb17
9	25304876	25365151	+	Tfap2d
9	25410669	25440411	+	Tfap2b
9	25834537	25871884	-	LOC108351902
9	26791764	26791847	+	Mir206
9	26795649	26795732	+	Mir133b
9	26841299	26844786	+	Il17a
9	26885708	26897219	-	Il17f
9	26914057	26932201	-	Mcm3
9	27034022	27051002	+	Paqr8
9	27068443	27107709	+	Efhc1
9	27117869	27192135	-	Tram2
9	27210509	27213172	-	LOC102549948
9	27333956	27351295	+	LOC103693210
9	27343853	27345070	+	Tmem14a
9	27368272	27452902	-	LOC108348061
9	27402381	27417023	+	Gsta3
9	27475273	27511176	-	Gsta6
9	27546528	27547473	+	Khdc1
9	27562959	27761733	-	Kcnq5
9	28442229	28973246	-	Rims1
9	29542635	29542705	+	Mir30a
9	29562376	29562459	+	Mir30c2
9	29634179	29647903	-	Ogfrl1
9	29984077	30068649	+	B3gat2
9	30068659	30161578	-	Smap1
9	30243610	30251388	-	Sdhaf4
9	30255459	30321323	-	Fam135a
9	30419001	30502298	+	Col9a1
9	30515089	30844199	-	Col19a1
9	30939555	31038379	+	Lmbrd1
9	31281316	32019205	-	Adgrb3
9	32862732	32868371	-	LOC689725
9	35289443	35295041	+	Spata31e1
9	37073514	37144015	-	Phf3
9	37223729	37231291	-	Ptp4a1
9	37462693	37490108	+	Lgsn
9	37727942	37747514	+	LOC100909761
9	37749059	37760569	+	LOC100912348
9	37769959	37775154	-	Imp4
9	37775311	37779967	+	Ccdc115
9	37902303	38196273	-	Dst
9	38297322	38351024	+	Bend6
9	38396449	38451656	+	Zfp451
9	38456468	38467118	+	Bag2
9	38470298	38495176	-	Rab23
9	38536920	38745099	+	Prim2
9	39539530	40008680	-	Khdrbs2
9	40972089	40988790	+	Ptpn18
9	41006800	41013965	+	Prss39
9	41045363	41052024	+	Cfc1
9	41061116	41069929	-	Prss40
9	41096835	41099189	+	Amer3
9	41295909	41302501	+	Arhgef4
9	41305570	41337498	-	Fam168b
9	41348449	41381101	+	Plekhb2
9	42620006	42659184	+	Hs6st1
9	42692105	42805673	-	Uggt1
9	42831742	42839837	-	Neurl3
9	42871950	42884855	+	Arid5a
9	42899432	42943198	-	Kansl3
9	42945358	42998109	+	Fer1l5
9	42999229	43022999	-	Lman2l
9	43049587	43088702	+	Cnnm4
9	43093138	43108486	+	Cnnm3
9	43112141	43116521	-	Ankrd23
9	43117914	43127887	-	Ankrd39
9	43129415	43139870	-	Sema4c
9	43179795	43251400	-	Fam178b
9	43259709	43262040	+	Cox5b
9	43267057	43276685	-	Actr1b
9	43281869	43317113	+	LOC100909859
9	43331155	43353113	+	Zap70
9	43358588	43454078	-	Tmem131
9	43607669	43779463	+	Vwa3b
9	43807677	43854396	+	Cnga3
9	43889473	44004325	+	Inpp4a
9	44011471	44024876	-	Coa5
9	44025020	44032888	+	Unc50
9	44033436	44126919	-	Mgat4a
9	44351951	44456554	-	Tsga10
9	44466627	44471986	+	Lipt1
9	44472365	44560837	-	Mitd1
9	44483875	44571331	+	Mrpl30
9	44499800	44509201	-	Lyg2
9	44527742	44534041	-	Lyg1
9	44605304	44617210	-	LOC100910070
9	44647707	44657779	-	Txndc9
9	44681494	44713199	+	Eif5b
9	44714386	44786041	-	Rev1
9	44839960	45292047	-	Aff3
9	45466688	45505767	-	Lonrf2
9	45528928	45559140	-	Chst10
9	45605552	45616912	+	NMS
9	45672157	45680799	+	Pdcl3
9	45901741	46081880	+	Npas2
9	46086984	46090997	+	Rpl31
9	46090019	46206605	-	Tbc1d8
9	46270122	46279995	+	Cnot11
9	46286657	46309451	-	Rnf149
9	46360061	46401911	-	Creg2
9	46414564	46475040	-	Rfx8
9	46657575	46782545	+	Map4k4
9	46840992	46881264	+	Il1r2
9	46962288	47036670	+	Il1r1
9	47047832	47095831	+	Il1rl2
9	47134034	47182170	+	Il1rl1
9	47185443	47219175	+	Il18r1
9	47225585	47258503	+	Il18rap
9	47281961	47328839	+	Slc9a4
9	47386626	47491907	+	Slc9a2
9	47496984	47516460	-	Mfsd9
9	47536824	47588677	+	Tmem182
9	47937020	47938398	-	LOC100910304
9	49479023	49482252	+	Pou3f3
9	49509814	49511916	+	LOC103690528
9	49647257	49704828	+	Mrps9
9	49837868	49841337	+	Gpr45
9	49852560	49902943	-	Tgfbrap1
9	49920854	49950093	-	Fhl2
9	50247692	50373284	+	Nck2
9	50581234	50744803	+	Tpp2
9	50750971	50762082	-	Mettl21c
9	50858737	50868238	-	Tex30
9	50872492	50884596	-	Kdelc1
9	50892605	50919791	+	Bivm
9	50925619	50970955	+	Ercc5
9	51009116	51013356	+	Mettl21cl1
9	51263622	51538072	+	Gulp1
9	52023295	52059217	+	Col3a1
9	52092511	52238564	-	Col5a2
9	52393779	52394096	+	LOC100911426
9	52400683	52401660	-	Vom1r50
9	52687868	52717809	+	Wdr75
9	52820683	52830457	-	Slc40a1
9	52894365	52912293	-	Slc40a1
9	53004499	53009054	+	Asnsd1
9	53013413	53084010	+	Ankar
9	53084045	53097979	-	Osgepl1
9	53111371	53118613	-	Ormdl1
9	53120656	53206516	+	Pms1
9	53309598	53315915	-	Mstn
9	53440272	53440595	+	LOC685203
9	53446194	53526728	-	Hibch
9	53546018	53574690	+	Inpp1
9	53626592	53710817	+	Mfsd6
9	53713598	53732858	-	Nemp2
9	53906073	53945473	+	Nab1
9	54212767	54284872	+	Gls
9	54287541	54484533	-	Stat4
9	54558202	54766054	+	Myo1b
9	55050203	55057658	+	Nabp1
9	55243255	55256340	-	Cavin2
9	55384100	55673829	-	Tmeff2
9	60021534	60070552	+	Slc39a10
9	60070739	60330125	-	Dnah7
9	60399261	60430081	-	Stk17b
9	60457215	60672246	-	Hecw2
9	60883981	60987349	+	Ccdc150
9	60969061	61033580	-	Gtf3c3
9	61066175	61134963	-	Pgap1
9	61231988	61528882	-	Ankrd44
9	61552374	61552613	+	Tmem258b
9	61594620	61634510	-	Sf3b1
9	61655963	61675873	+	Coq10b
9	61680530	61690956	-	Hspd1
9	61692154	61694599	+	Hspe1
9	61720583	61744531	+	Mob4
9	61756428	61810417	-	Rftn2
9	61823531	61825291	+	LOC100911305
9	61882333	61975640	-	LOC108348134
9	62291405	62349309	+	Plcl1
9	63289944	63291350	-	Hsfy2
9	63456783	63641400	-	Satb2
9	64077845	64096265	-	Tyw5
9	64095978	64103907	+	Maip1
9	64434904	64436664	+	Mars2
9	64480031	64573660	-	Boll
9	64643281	64843960	+	Spats2l
9	64704255	64704602	-	LOC108351936
9	64852289	64916652	-	Kctd18
9	64898459	64923012	+	Sgo2
9	64929721	65007870	+	Aox1
9	65013862	65099433	+	Aox3
9	65110325	65167192	+	Aox4
9	65177511	65265149	+	Aox2
9	65279675	65291651	+	Bzw1
9	65296778	65307995	-	Clk1
9	65315410	65329066	-	Ppil3
9	65331290	65349141	+	Nif3l1
9	65350627	65387169	-	Orc2
9	65406138	65442257	-	Fam126b
9	65478496	65488702	+	Ndufb3
9	65534704	65587251	+	Cflar
9	65614142	65662106	+	Casp8
9	65665664	65693822	-	Als2cr12
9	65698712	65763273	-	Trak2
9	65763437	65782513	+	Stradb
9	65833460	65879521	-	C2cd6
9	65882054	65917132	-	Tmem237
9	65917917	65957101	-	Mpp4
9	65961346	66033871	-	Als2
9	66058047	66148087	+	Cdk15
9	66305731	66308550	+	Fzd7
9	66453438	66483614	-	Sumo1
9	66495832	66519788	+	Nop58
9	66568074	66676494	+	Bmpr2
9	66712613	66712874	-	LOC301444
9	66716969	66784487	+	Fam117b
9	66790047	66845403	-	Ica1l
9	66851940	66877972	-	Wdr12
9	66888393	66926377	+	Carf
9	66952720	67110693	+	Nbeal1
9	67130259	67179692	+	Cyp20a1
9	67234303	67282600	+	Abi2
9	67293309	67341341	-	Raph1
9	67546408	67571871	+	Cd28
9	67699379	67706065	+	Ctla4
9	67763897	67785580	+	Icos
9	68414339	69426226	+	Pard3b
9	69497121	69612087	+	Nrp2
9	69790831	69791196	+	Rpl37
9	69830424	69878706	-	Ino80d
9	69919867	69953182	-	Ndufs1
9	69953440	69956160	+	Eef1b2
9	69959025	69960086	-	Gpr1
9	70059683	70089778	+	Zdbf2
9	70133969	70290117	+	Adam23
9	70310932	70317992	+	Fam237a
9	70320443	70374553	-	Dytn
9	70404093	70450170	-	Mdh1b
9	70450444	70470550	+	Fastkd2
9	70740480	70787913	-	Klf7
9	71230108	71293435	+	Creb1
9	71304427	71313940	-	Mettl21a
9	71398710	71434493	+	Ccnyl1
9	71443588	71445739	-	Fzd5
9	71498293	71651512	-	Plekhm3
9	71764318	71778323	-	Crygd
9	71786248	71788281	-	Crygc
9	71796204	71798265	-	Crygb
9	71828308	71830730	-	Cryga
9	71882105	71900044	-	Idh1
9	71915421	72005838	+	Pikfyve
9	72052966	72157773	+	Pth2r
9	72933304	72935468	+	Crygf
9	73319710	73462972	+	Map2
9	73493027	73683000	+	Unc80
9	73687743	73711571	+	Rpe
9	73713430	73799427	-	Kansl1l
9	73833388	73871888	-	Acadl
9	73937823	73958480	-	Myl1
9	74014656	74048244	-	Lancl1
9	74124016	74236274	+	Cps1
9	75021790	75528644	-	Erbb4
9	76621230	76768806	-	Ikzf2
9	77320726	77833281	+	Spag16
9	77834091	78021846	+	Vwc2l
9	78294834	78369031	-	Bard1
9	78522464	78693028	-	Abca12
9	78862013	78882060	+	Atic
9	78900103	78969078	-	Fn1
9	79490050	79545024	-	Mreg
9	79601901	79630536	-	Pecr
9	79630604	79654688	+	Tmem169
9	79659251	79748078	+	Xrcc5
9	79782845	79898912	-	March4
9	79944132	79990229	+	Smarcal1
9	80002045	80005027	+	Rpl37a
9	80118029	80144789	+	Igfbp2
9	80150211	80167033	-	Igfbp5
9	80294840	80295446	-	Tnp1
9	81194119	81400987	-	Tns1
9	81402124	81421990	+	Rufy4
9	81427730	81434102	+	Cxcr2
9	81466332	81469274	-	Cxcr1
9	81518176	81548871	+	Arpc2
9	81559605	81560594	+	Gpbar1
9	81560842	81566642	-	Aamp
9	81566074	81634534	+	Pnkd
9	81569289	81586553	-	Tmbim1
9	81644355	81651989	+	Catip
9	81655629	81666706	+	Slc11a1
9	81672758	81677979	+	Ctdsp1
9	81675275	81675359	+	Mir26b
9	81689802	81717621	+	Vil1
9	81716876	81772851	-	Usp37
9	81783349	81808805	+	Cnot9
9	81816872	81844364	+	Plcd4
9	81844138	81868086	-	Zfp142
9	81868265	81872197	+	Bcs1l
9	81873171	81880105	-	Rnf25
9	81880177	81907273	+	Stk36
9	81940630	81954686	+	Ttll4
9	81968332	81998169	+	Cyp27a1
9	81999376	82008620	-	Prkag3
9	82033543	82047166	+	Wnt6
9	82053581	82066047	+	Wnt10a
9	82120059	82121527	+	Cdk5r2
9	82142981	82146874	-	Fev
9	82151057	82154266	-	Cryba2
9	82161716	82161790	-	Mir375
9	82163075	82195722	-	Cfap65
9	82208223	82214440	-	Ihh
9	82230232	82327534	-	Nhej1
9	82328173	82336806	-	Slc23a3
9	82338866	82345262	-	Cnppd1
9	82345719	82351802	+	Retreg2
9	82370924	82373839	+	Zfand2b
9	82373946	82382272	-	Abcb6
9	82382800	82393382	-	Atg9a
9	82393672	82400530	+	Ankzf1
9	82400569	82410904	-	Glb1l
9	82411013	82414240	+	Stk16
9	82415605	82419288	-	Tuba4a
9	82436458	82444668	+	Dnajb2
9	82446633	82461903	-	Ptprn
9	82470759	82477181	-	Resp18
9	82505530	82514399	-	Dnpep
9	82556573	82564294	+	Des
9	82571269	82628709	+	Speg
9	82632230	82639821	+	Gmppa
9	82647071	82668920	+	Asic4
9	82669204	82673898	-	Chpf
9	82674202	82679626	+	Tmem198
9	82680384	82699551	-	Obsl1
9	82700468	82703400	+	Inha
9	82718709	82734393	+	Stk11ip
9	82741920	82755153	+	Slc4a3
9	83111222	83253458	-	Epha4
9	84005183	84101172	-	Pax3
9	84203072	84319874	+	Sgpp2
9	84324442	84383687	-	Farsb
9	84405477	84418591	+	Mogat1
9	84569597	84593565	+	Acsl3
9	84689150	84690338	+	Kcne4
9	84893145	84894599	-	Hdac1l
9	85237458	85243001	-	Scg2
9	85387065	85445939	-	Ap1s3
9	85475841	85528869	-	Wdfy1
9	85542702	85548144	+	Mrpl44
9	85560863	85626094	-	Serpine2
9	85968059	85986208	-	Fam124b
9	86044485	86129329	-	Cul3
9	86874685	87120573	+	Nyap2
9	88033668	88086488	-	Irs1
9	88110731	88229479	+	Rhbdd1
9	88232455	88357182	-	Col4a4
9	88357556	88485830	+	Col4a3
9	88493593	88517827	+	Mff
9	88521193	88534710	-	Tm4sf20
9	88607508	88662224	+	Agfg1
9	88747957	88748866	-	LOC108352003
9	88748916	88749664	-	LOC108352003
9	88764073	88816898	-	Slc19a3
9	88918433	88921001	+	Ccl20
9	88964525	89001567	+	Daw1
9	89050381	89195273	-	Sphkap
9	90711136	90725775	+	LOC108351965
9	90787787	90806126	-	NEWGENE_1589866
9	90857308	90874704	+	LOC100911572
9	90880614	90908852	+	LOC102556337
9	90930880	90938099	+	LOC100911733
9	91038064	91100482	-	LOC100911860
9	91665986	91882927	-	Pid1
9	91965866	92291220	-	Dner
9	92000940	92002993	+	LOC102550479
9	92290838	92290914	+	Mir5126
9	92305051	92435365	-	Trip12
9	92435896	92500765	+	Fbxo36
9	92503597	92530938	-	Slc16a14
9	92565366	92566292	+	Csprs
9	92593910	92616165	-	Sp110
9	92618352	92665430	+	Sp140
9	92681078	92717929	+	Sp100
9	92834357	92895778	+	Cab39
9	92916469	92930279	+	Itm2c
9	92962738	92963697	-	Gpr55
9	93030714	93042631	+	Spata3
9	93061900	93068130	+	LOC100362216
9	93080615	93155027	+	Psmd1
9	93112805	93125014	-	Htr2b
9	93172673	93296750	+	Armc9
9	93326283	93330233	+	B3gnt7
9	93368932	93377643	-	Ncl
9	93403314	93404883	-	Nmur1
9	93445002	93446420	+	Tex44
9	93545396	93549436	+	LOC100359583
9	93562095	93607087	-	Pde6d
9	93607477	93633064	+	Cops7b
9	93660680	94160760	+	Dis3l2
9	93731436	93735636	-	Nppc
9	94178221	94181010	+	Alpg
9	94190067	94192813	-	Alpp
9	94197618	94201084	-	Alpi
9	94228960	94232001	+	Akp3
9	94239006	94250809	-	Ecel1
9	94279155	94283919	+	Prss56
9	94286550	94294968	+	Chrnd
9	94307852	94336831	+	Eif4e2
9	94362299	94408885	+	Efhd1
9	94487224	94495333	-	Kcnj13
9	94562839	94568312	+	Snorc
9	94569286	94601852	-	Ngef
9	94702129	94724902	+	Neu2
9	94745217	94850771	+	Inpp5d
9	94879745	94915228	+	Atg16l1
9	94928489	94972027	+	Sag
9	94980409	95069714	+	Dgkd
9	95072112	95143142	-	Usp40
9	95161157	95302822	+	Ugt1a7c
9	95289918	95290931	-	Dnajb3
9	95309759	95347384	+	Mroh2a
9	95349086	95362014	-	Hjurp
9	95398237	95482890	+	Trpm8
9	95501778	95506365	+	Spp2
9	96210750	96288903	+	Sh3bp4
9	96621586	97030163	+	Agap1
9	97063728	97065817	-	Gbx2
9	97085234	97151832	-	Asb18
9	97355924	97367445	+	Ackr3
9	97772184	97782067	+	Cops8
9	98073038	98108433	+	Mlph
9	98113346	98114248	+	Prlh
9	98118908	98131883	-	Rab17
9	98190829	98257735	+	Lrrfip1
9	98279022	98304859	+	Rbm44
9	98313632	98364205	+	Ramp1
9	98398128	98428128	+	Ube2f
9	98438439	98459080	+	Scly
9	98460177	98483419	+	Espnl
9	98490608	98500867	+	Klhl30
9	98505259	98511160	+	Erfe
9	98514584	98536581	-	Ilkap
9	98549705	98551438	-	Hes6
9	98555169	98597359	-	Per2
9	98621506	98656901	+	Traf3ip1
9	98668231	98684900	+	Asb1
9	98924134	98968510	+	Twist2
9	99057089	99299715	-	Hdac4
9	99617052	99651813	-	Ndufa10l1
9	99658487	99659425	-	Olr1343
9	99666754	99667689	-	Olr1344
9	99680041	99680979	-	Olr1345
9	99720856	99721827	+	Olr1346
9	99735011	99735982	+	Olr1347
9	99745714	99746673	+	Olr1349
9	99753099	99754070	+	Olr1350
9	99763768	99764733	+	Olr1351
9	99776886	99777854	+	Olr1352
9	99795678	99796732	+	Olfr12
9	99813332	99818262	-	Cops9
9	99820414	99821954	-	Otos
9	99998275	100026818	+	Gpc1
9	100016441	100016529	+	Mir149
9	100038846	100070650	-	Ankmy1
9	100076958	100078788	+	Dusp28
9	100080144	100089834	+	Rnpepl1
9	100104000	100112832	+	Capn10
9	100137881	100138801	+	Gpr35
9	100156154	100166218	+	Aqp12a
9	100171772	100253609	-	Kif1a
9	100281339	100291291	+	Agxt
9	100296781	100306829	-	Mab21l4
9	100380515	100437056	+	Sned1
9	100440486	100445158	-	Mterf4
9	100450586	100479868	-	Pask
9	100511610	100551798	+	Ano7
9	100554563	100624638	-	Hdlbp
9	100624876	100658050	+	Sept2
9	100657244	100699519	-	LOC100362040
9	100660394	100767940	+	Farp2
9	100767579	100779715	-	Stk25
9	100829552	100840504	+	Bok
9	100848598	100888107	-	Thap4
9	100888501	100918637	+	Atg4b
9	100921565	100930399	-	Dtymk
9	100932545	100952416	+	Ing5
9	100956477	100974551	+	D2hgdh
9	100990523	100993206	+	Gal3st2
9	101005082	101008170	+	NEWGENE_1308624
9	101025313	101038625	-	Pdcd1
9	101106892	101107575	-	LOC100911516
9	101222846	101223763	+	Vom1r64
9	101268905	101269843	+	Olr178
9	101284902	101290558	+	Neu4
9	101307764	101319845	-	NEWGENE_1311658
9	101388151	101388833	-	LOC100911516
9	102862890	102881038	+	Fam174a
9	103117506	103207190	-	St8sia4
9	104299277	104350308	-	Slco4c1
9	104392850	104467973	-	Slco6b1
9	104622115	104719077	-	Slco6c1
9	104756863	104870382	-	Slco6d1
9	105680670	105693357	-	Nudt12
9	110057155	110225486	-	Efna5
9	110515558	110936631	-	Fbxl17
9	111028575	111177602	+	Pam
9	111199141	111220693	-	Gin1
9	111220858	111286185	+	Ppip5k2
9	111597037	111862670	+	Fer
9	111998203	112027240	-	Pja2
9	112293388	112451677	+	Man2a1
9	113008792	113246545	-	Tmem232
9	113300832	113331319	-	Vapa
9	113354053	113358526	-	Txndc2
9	113370033	113504605	-	Rab31
9	113534326	113573307	+	Ppp4r1
9	113579107	113598480	-	Ralbp1
9	113605657	113682482	+	Ankrd12
9	113699170	113732622	+	Twsg1
9	113814537	113846053	-	LOC100910483
9	113875703	113900190	-	Ndufv2
9	113918858	113936860	+	Washc1
9	114022137	114079089	+	Map3k7
9	114111580	114132492	+	Ddx11
9	114280957	114282799	-	LOC102555239
9	114491419	114619711	-	Mtcl1
9	114684039	114709546	-	Rab12
9	114748840	114785893	-	LOC689599
9	114846095	115555261	-	Ptprm
9	115849732	115850634	-	Lrrc30
9	115916907	116042123	+	Lama1
9	116058610	116222440	-	Arhgap28
9	117044533	117050371	+	Tmem200c
9	117439148	117439951	-	LOC689173
9	117538009	117666410	+	Epb41l3
9	117737611	117744300	+	Zfp161
9	117795132	117842270	+	Akain1
9	118332517	118333401	+	Tas2r143
9	118586179	119158196	+	Dlgap1
9	119181083	119190698	-	Tgif1
9	119307176	119321500	-	Myl12b
9	119325283	119332967	-	Myl12a
9	119353840	119468715	+	Myom1
9	119517101	119591533	+	Lpin2
9	119594629	119653255	-	Emilin2
9	119676628	119818310	-	Smchd1
9	119839016	119871382	-	Ndc80
9	119873170	119897268	+	Mettl4
9	120099333	120101098	-	Fam114a1l1
9	121456623	121457951	+	Ppidl1
9	121706979	121725716	-	Adcyap1
9	121802673	121902678	+	Yes1
9	121918947	121931564	-	Tyms
